,index,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
0,11203,train_11203,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11971,train_11971,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35911,train_35911,bare_ground clear,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,36421,train_36421,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32647,train_32647,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11440,train_11440,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,22959,train_22959,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21330,train_21330,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,25826,train_25826,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20984,train_20984,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,39522,train_39522,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,25064,train_25064,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32681,train_32681,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1621,train_1621,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1083,train_1083,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36407,train_36407,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8328,train_8328,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34639,train_34639,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11045,train_11045,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5703,train_5703,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1145,train_1145,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33957,train_33957,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7867,train_7867,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40140,train_40140,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16151,train_16151,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,270,train_270,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,27259,train_27259,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33315,train_33315,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,19720,train_19720,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34380,train_34380,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6954,train_6954,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5502,train_5502,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,40362,train_40362,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33233,train_33233,blooming clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10185,train_10185,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,28305,train_28305,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29053,train_29053,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,14282,train_14282,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3168,train_3168,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22868,train_22868,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31778,train_31778,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,14629,train_14629,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28924,train_28924,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1613,train_1613,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,12978,train_12978,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10064,train_10064,partly_cloudy primary slash_burn,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,28114,train_28114,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,11090,train_11090,agriculture haze primary water,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,26028,train_26028,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30204,train_30204,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25818,train_25818,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,17116,train_17116,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39506,train_39506,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8634,train_8634,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,16306,train_16306,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9004,train_9004,bare_ground clear primary,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,37327,train_37327,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32022,train_32022,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24508,train_24508,agriculture haze primary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,458,train_458,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11229,train_11229,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1622,train_1622,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18071,train_18071,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8840,train_8840,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,38805,train_38805,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,6060,train_6060,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,24779,train_24779,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19404,train_19404,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9693,train_9693,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36911,train_36911,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27051,train_27051,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13296,train_13296,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16269,train_16269,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,565,train_565,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,19810,train_19810,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,14922,train_14922,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28541,train_28541,agriculture cultivation partly_cloudy primary road selective_logging,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,12849,train_12849,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22545,train_22545,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,19916,train_19916,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,566,train_566,blooming clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,18587,train_18587,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31216,train_31216,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,17614,train_17614,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,884,train_884,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4968,train_4968,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,7630,train_7630,clear primary road selective_logging,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,24749,train_24749,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28388,train_28388,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33893,train_33893,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1780,train_1780,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4335,train_4335,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30212,train_30212,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3681,train_3681,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,31100,train_31100,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,37301,train_37301,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,30883,train_30883,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,12478,train_12478,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27490,train_27490,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25422,train_25422,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,train_45,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19873,train_19873,agriculture haze primary water,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20151,train_20151,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13028,train_13028,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5381,train_5381,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,4892,train_4892,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,15897,train_15897,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27984,train_27984,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7686,train_7686,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23489,train_23489,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,37759,train_37759,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2970,train_2970,agriculture cultivation haze primary water,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,16272,train_16272,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5165,train_5165,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9489,train_9489,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3201,train_3201,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2946,train_2946,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26484,train_26484,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22553,train_22553,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16343,train_16343,clear cultivation primary water,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,6259,train_6259,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4502,train_4502,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32673,train_32673,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,22838,train_22838,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,35692,train_35692,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16636,train_16636,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,16893,train_16893,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40458,train_40458,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7263,train_7263,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39964,train_39964,agriculture cultivation cultivation habitation partly_cloudy primary road water,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
0,24481,train_24481,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36426,train_36426,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15360,train_15360,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34537,train_34537,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,27515,train_27515,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,11047,train_11047,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,38182,train_38182,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,38239,train_38239,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,39360,train_39360,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,train_59,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,25219,train_25219,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,25916,train_25916,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19533,train_19533,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34445,train_34445,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11989,train_11989,clear primary road selective_logging water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,8715,train_8715,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,8509,train_8509,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3361,train_3361,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,13346,train_13346,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40306,train_40306,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17390,train_17390,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8696,train_8696,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35561,train_35561,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18224,train_18224,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14876,train_14876,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24875,train_24875,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20575,train_20575,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,15832,train_15832,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,732,train_732,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17382,train_17382,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37758,train_37758,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,35513,train_35513,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30918,train_30918,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,13639,train_13639,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2009,train_2009,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16867,train_16867,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26063,train_26063,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22363,train_22363,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,26879,train_26879,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,14490,train_14490,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,7136,train_7136,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,38633,train_38633,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,10836,train_10836,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35535,train_35535,bare_ground clear primary,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25862,train_25862,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,35673,train_35673,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15668,train_15668,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,17797,train_17797,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,17763,train_17763,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32491,train_32491,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9313,train_9313,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,9890,train_9890,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,974,train_974,bare_ground clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,20934,train_20934,habitation haze primary water,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,8436,train_8436,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,22233,train_22233,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,20534,train_20534,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31696,train_31696,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1241,train_1241,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,21985,train_21985,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8715,train_8715,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,39956,train_39956,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30888,train_30888,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33728,train_33728,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12000,train_12000,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25330,train_25330,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,13576,train_13576,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,31041,train_31041,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5480,train_5480,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36360,train_36360,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40010,train_40010,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,36221,train_36221,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29003,train_29003,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9214,train_9214,bare_ground clear cultivation primary water,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2066,train_2066,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35703,train_35703,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31376,train_31376,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27556,train_27556,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,25433,train_25433,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,10445,train_10445,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21636,train_21636,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,39637,train_39637,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24066,train_24066,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,15495,train_15495,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14044,train_14044,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1074,train_1074,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,train_266,clear cultivation habitation primary,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,40434,train_40434,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4046,train_4046,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25959,train_25959,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,10351,train_10351,agriculture clear cultivation habitation primary water,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0,35659,train_35659,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4830,train_4830,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25845,train_25845,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,250,train_250,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18570,train_18570,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36980,train_36980,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14174,train_14174,agriculture clear habitation primary water,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,36786,train_36786,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18151,train_18151,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29402,train_29402,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,10195,train_10195,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,17586,train_17586,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3968,train_3968,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8802,train_8802,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9140,train_9140,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25210,train_25210,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16839,train_16839,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,28236,train_28236,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23757,train_23757,clear primary slash_burn,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1657,train_1657,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6828,train_6828,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29547,train_29547,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,24390,train_24390,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,16461,train_16461,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,40122,train_40122,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15335,train_15335,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,28166,train_28166,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34457,train_34457,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,28026,train_28026,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7137,train_7137,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21071,train_21071,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,31432,train_31432,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,977,train_977,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,26091,train_26091,agriculture clear cultivation cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,459,train_459,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32682,train_32682,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16217,train_16217,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29661,train_29661,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22655,train_22655,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29587,train_29587,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,26536,train_26536,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,7262,train_7262,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,23483,train_23483,agriculture bare_ground clear conventional_mine habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
0,10102,train_10102,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14778,train_14778,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31245,train_31245,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
